//#1 
00011111 //MEM(00) = 1FH 
00010000 //MEM(01) = 10H 
00011100 //MEM(02) = 1CH 
00101100 //MEM(03) = 2CH 
00100100 //MEM(04) = 24H 
01110110 //MEM(05) = 76H 
00000110 //MEM(06) = 06H 
01001011 //MEM(07) = 4BH 
00010100 //MEM(08) = 14H 
01101011 //MEM(09) = 6BH 
00010101 //MEM(0A) = 15H 
01000000 //MEM(0B) = 40H 
01111111 //MEM(0C) = 7FH 
00101101 //MEM(0D) = 2DH 
00000110 //MEM(0E) = 06H 
00011011 //MEM(0F) = 1BH 
00110010 //MEM(10) = 32H 
00101010 //MEM(11) = 2AH 
00011101 //MEM(12) = 1DH 
01110111 //MEM(13) = 77H 
01010111 //MEM(14) = 57H 
01111011 //MEM(15) = 7BH 
00111000 //MEM(16) = 38H 
01111000 //MEM(17) = 78H 
00000000 //MEM(18) = 00H 
01001110 //MEM(19) = 4EH 
01100110 //MEM(1A) = 66H 
00011101 //MEM(1B) = 1DH 
01110111 //MEM(1C) = 77H 
01100001 //MEM(1D) = 61H 
01101001 //MEM(1E) = 69H 
01001001 //MEM(1F) = 49H 
01100101 //MEM(20) = 65H 
00101010 //MEM(21) = 2AH 
00011100 //MEM(22) = 1CH 
00100111 //MEM(23) = 27H 
01001010 //MEM(24) = 4AH 
01101010 //MEM(25) = 6AH 
00100101 //MEM(26) = 25H 
00110011 //MEM(27) = 33H 
01101110 //MEM(28) = 6EH 
01001110 //MEM(29) = 4EH 
01111110 //MEM(2A) = 7EH 
00011010 //MEM(2B) = 1AH 
01101001 //MEM(2C) = 69H 
01010110 //MEM(2D) = 56H 
00011111 //MEM(2E) = 1FH 
00111100 //MEM(2F) = 3CH 
00110011 //MEM(30) = 33H 
01001100 //MEM(31) = 4CH 
01100110 //MEM(32) = 66H 
00001101 //MEM(33) = 0DH 
01101001 //MEM(34) = 69H 
01101011 //MEM(35) = 6BH 
00101101 //MEM(36) = 2DH 
00110111 //MEM(37) = 37H 
01001001 //MEM(38) = 49H 
01011001 //MEM(39) = 59H 
01011111 //MEM(3A) = 5FH 
01100001 //MEM(3B) = 61H 
00110001 //MEM(3C) = 31H 
00110110 //MEM(3D) = 36H 
01111010 //MEM(3E) = 7AH 
01001001 //MEM(3F) = 49H 
01101100 //MEM(40) = 6CH 
00100011 //MEM(41) = 23H 
01001111 //MEM(42) = 4FH 
01001011 //MEM(43) = 4BH 
01111011 //MEM(44) = 7BH 
00001010 //MEM(45) = 0AH 
01000000 //MEM(46) = 40H 
01000010 //MEM(47) = 42H 
00001011 //MEM(48) = 0BH 
01110011 //MEM(49) = 73H 
01110001 //MEM(4A) = 71H 
00111000 //MEM(4B) = 38H 
01100100 //MEM(4C) = 64H 
00010011 //MEM(4D) = 13H 
01001111 //MEM(4E) = 4FH 
00100001 //MEM(4F) = 21H 
00111001 //MEM(50) = 39H 
01101100 //MEM(51) = 6CH 
00011001 //MEM(52) = 19H 
00100110 //MEM(53) = 26H 
00111101 //MEM(54) = 3DH 
00101011 //MEM(55) = 2BH 
01100110 //MEM(56) = 66H 
01111110 //MEM(57) = 7EH 
00010100 //MEM(58) = 14H 
00011110 //MEM(59) = 1EH 
01011001 //MEM(5A) = 59H 
00110000 //MEM(5B) = 30H 
01111100 //MEM(5C) = 7CH 
01111100 //MEM(5D) = 7CH 
01010010 //MEM(5E) = 52H 
01101110 //MEM(5F) = 6EH 
00110011 //MEM(60) = 33H 
01010000 //MEM(61) = 50H 
01111110 //MEM(62) = 7EH 
01000111 //MEM(63) = 47H 
01110111 //MEM(64) = 77H 
01011100 //MEM(65) = 5CH 
00111101 //MEM(66) = 3DH 
01010001 //MEM(67) = 51H 
01110001 //MEM(68) = 71H 
00011001 //MEM(69) = 19H 
00110010 //MEM(6A) = 32H 
01111110 //MEM(6B) = 7EH 
00110011 //MEM(6C) = 33H 
01010100 //MEM(6D) = 54H 
01110011 //MEM(6E) = 73H 
01111111 //MEM(6F) = 7FH 
01010011 //MEM(70) = 53H 
00001101 //MEM(71) = 0DH 
00000100 //MEM(72) = 04H 
01001111 //MEM(73) = 4FH 
01001000 //MEM(74) = 48H 
01111011 //MEM(75) = 7BH 
01011111 //MEM(76) = 5FH 
01010100 //MEM(77) = 54H 
01000010 //MEM(78) = 42H 
00100001 //MEM(79) = 21H 
01111011 //MEM(7A) = 7BH 
01000101 //MEM(7B) = 45H 
00000011 //MEM(7C) = 03H 
01011001 //MEM(7D) = 59H 
01000010 //MEM(7E) = 42H 
00000000 //MEM(7F) = 00H 
//#2 
00000111 //MEM(00) = 07H 
01110001 //MEM(01) = 71H 
00101010 //MEM(02) = 2AH 
00011101 //MEM(03) = 1DH 
00001110 //MEM(04) = 0EH 
00100111 //MEM(05) = 27H 
00011101 //MEM(06) = 1DH 
01010011 //MEM(07) = 53H 
00001000 //MEM(08) = 08H 
00100011 //MEM(09) = 23H 
00100100 //MEM(0A) = 24H 
01110000 //MEM(0B) = 70H 
00111000 //MEM(0C) = 38H 
01100000 //MEM(0D) = 60H 
01001101 //MEM(0E) = 4DH 
01100100 //MEM(0F) = 64H 
00001110 //MEM(10) = 0EH 
01111101 //MEM(11) = 7DH 
01101100 //MEM(12) = 6CH 
00000110 //MEM(13) = 06H 
00111011 //MEM(14) = 3BH 
00101001 //MEM(15) = 29H 
01010000 //MEM(16) = 50H 
