//#1 
01101000 //MEM(00) = 68H 
01101111 //MEM(01) = 6FH 
00001010 //MEM(02) = 0AH 
00110011 //MEM(03) = 33H 
00100001 //MEM(04) = 21H 
01100110 //MEM(05) = 66H 
00110111 //MEM(06) = 37H 
01110100 //MEM(07) = 74H 
00010111 //MEM(08) = 17H 
00100001 //MEM(09) = 21H 
00010010 //MEM(0A) = 12H 
00010001 //MEM(0B) = 11H 
01101111 //MEM(0C) = 6FH 
01001010 //MEM(0D) = 4AH 
01000110 //MEM(0E) = 46H 
00010010 //MEM(0F) = 12H 
01101101 //MEM(10) = 6DH 
01001111 //MEM(11) = 4FH 
00101100 //MEM(12) = 2CH 
01000001 //MEM(13) = 41H 
00110011 //MEM(14) = 33H 
00001001 //MEM(15) = 09H 
00011110 //MEM(16) = 1EH 
00001111 //MEM(17) = 0FH 
00010111 //MEM(18) = 17H 
00011110 //MEM(19) = 1EH 
00110101 //MEM(1A) = 35H 
00000110 //MEM(1B) = 06H 
01110011 //MEM(1C) = 73H 
01111000 //MEM(1D) = 78H 
00111110 //MEM(1E) = 3EH 
00111110 //MEM(1F) = 3EH 
00101011 //MEM(20) = 2BH 
01110011 //MEM(21) = 73H 
00101111 //MEM(22) = 2FH 
00001110 //MEM(23) = 0EH 
01100011 //MEM(24) = 63H 
00110001 //MEM(25) = 31H 
00011110 //MEM(26) = 1EH 
00110011 //MEM(27) = 33H 
00001100 //MEM(28) = 0CH 
00010000 //MEM(29) = 10H 
01111000 //MEM(2A) = 78H 
01111010 //MEM(2B) = 7AH 
01001001 //MEM(2C) = 49H 
00000111 //MEM(2D) = 07H 
00011110 //MEM(2E) = 1EH 
00101101 //MEM(2F) = 2DH 
01101001 //MEM(30) = 69H 
00000001 //MEM(31) = 01H 
00000101 //MEM(32) = 05H 
00010101 //MEM(33) = 15H 
01010011 //MEM(34) = 53H 
01011101 //MEM(35) = 5DH 
01010010 //MEM(36) = 52H 
00111001 //MEM(37) = 39H 
01000110 //MEM(38) = 46H 
00100101 //MEM(39) = 25H 
01011111 //MEM(3A) = 5FH 
00011000 //MEM(3B) = 18H 
01010111 //MEM(3C) = 57H 
00010111 //MEM(3D) = 17H 
00000000 //MEM(3E) = 00H 
00000000 //MEM(3F) = 00H 
00000000 //MEM(40) = 00H 
00000000 //MEM(41) = 00H 
00000000 //MEM(42) = 00H 
00000000 //MEM(43) = 00H 
00000000 //MEM(44) = 00H 
00000000 //MEM(45) = 00H 
00000000 //MEM(46) = 00H 
00000000 //MEM(47) = 00H 
00000000 //MEM(48) = 00H 
00000000 //MEM(49) = 00H 
00000000 //MEM(4A) = 00H 
00000000 //MEM(4B) = 00H 
00000000 //MEM(4C) = 00H 
00000000 //MEM(4D) = 00H 
00000000 //MEM(4E) = 00H 
00000000 //MEM(4F) = 00H 
00000000 //MEM(50) = 00H 
00000000 //MEM(51) = 00H 
00000000 //MEM(52) = 00H 
00000000 //MEM(53) = 00H 
00000000 //MEM(54) = 00H 
00000000 //MEM(55) = 00H 
00000000 //MEM(56) = 00H 
00000000 //MEM(57) = 00H 
00000000 //MEM(58) = 00H 
00000000 //MEM(59) = 00H 
00000000 //MEM(5A) = 00H 
00000000 //MEM(5B) = 00H 
00000000 //MEM(5C) = 00H 
00000000 //MEM(5D) = 00H 
00000000 //MEM(5E) = 00H 
00000000 //MEM(5F) = 00H 
00000000 //MEM(60) = 00H 
00000000 //MEM(61) = 00H 
00000000 //MEM(62) = 00H 
00000000 //MEM(63) = 00H 
00000000 //MEM(64) = 00H 
00000000 //MEM(65) = 00H 
00000000 //MEM(66) = 00H 
00000000 //MEM(67) = 00H 
00000000 //MEM(68) = 00H 
00000000 //MEM(69) = 00H 
00000000 //MEM(6A) = 00H 
00000000 //MEM(6B) = 00H 
00000000 //MEM(6C) = 00H 
00000000 //MEM(6D) = 00H 
00000000 //MEM(6E) = 00H 
00000000 //MEM(6F) = 00H 
00000000 //MEM(70) = 00H 
00000000 //MEM(71) = 00H 
00000000 //MEM(72) = 00H 
00000000 //MEM(73) = 00H 
00000000 //MEM(74) = 00H 
00000000 //MEM(75) = 00H 
00000000 //MEM(76) = 00H 
00000000 //MEM(77) = 00H 
00000000 //MEM(78) = 00H 
00000000 //MEM(79) = 00H 
00000000 //MEM(7A) = 00H 
00000000 //MEM(7B) = 00H 
00000000 //MEM(7C) = 00H 
00000000 //MEM(7D) = 00H 
00000000 //MEM(7E) = 00H 
00000000 //MEM(7F) = 00H 
//#2 
01101000 //MEM(00) = 68H 
01101111 //MEM(01) = 6FH 
00001010 //MEM(02) = 0AH 
00110011 //MEM(03) = 33H 
00100001 //MEM(04) = 21H 
01100110 //MEM(05) = 66H 
00110111 //MEM(06) = 37H 
01110100 //MEM(07) = 74H 
00010111 //MEM(08) = 17H 
00100001 //MEM(09) = 21H 
00010010 //MEM(0A) = 12H 
00010001 //MEM(0B) = 11H 
01101111 //MEM(0C) = 6FH 
01001010 //MEM(0D) = 4AH 
01000110 //MEM(0E) = 46H 
00010010 //MEM(0F) = 12H 
01101101 //MEM(10) = 6DH 
01001111 //MEM(11) = 4FH 
00101100 //MEM(12) = 2CH 
01000001 //MEM(13) = 41H 
00110011 //MEM(14) = 33H 
00001001 //MEM(15) = 09H 
00011110 //MEM(16) = 1EH 
00001111 //MEM(17) = 0FH 
00010111 //MEM(18) = 17H 
00011110 //MEM(19) = 1EH 
00110101 //MEM(1A) = 35H 
00000110 //MEM(1B) = 06H 
01110011 //MEM(1C) = 73H 
01111000 //MEM(1D) = 78H 
00111110 //MEM(1E) = 3EH 
00111110 //MEM(1F) = 3EH 
00101011 //MEM(20) = 2BH 
01110011 //MEM(21) = 73H 
00101111 //MEM(22) = 2FH 
00001110 //MEM(23) = 0EH 
01100011 //MEM(24) = 63H 
00110001 //MEM(25) = 31H 
00011110 //MEM(26) = 1EH 
00110011 //MEM(27) = 33H 
00001100 //MEM(28) = 0CH 
00010000 //MEM(29) = 10H 
01111000 //MEM(2A) = 78H 
01111010 //MEM(2B) = 7AH 
01001001 //MEM(2C) = 49H 
00000111 //MEM(2D) = 07H 
00011110 //MEM(2E) = 1EH 
00101101 //MEM(2F) = 2DH 
01101001 //MEM(30) = 69H 
00000001 //MEM(31) = 01H 
00000101 //MEM(32) = 05H 
00010101 //MEM(33) = 15H 
01010011 //MEM(34) = 53H 
01011101 //MEM(35) = 5DH 
01010010 //MEM(36) = 52H 
00111001 //MEM(37) = 39H 
01000110 //MEM(38) = 46H 
00100101 //MEM(39) = 25H 
01011111 //MEM(3A) = 5FH 
00011000 //MEM(3B) = 18H 
01010111 //MEM(3C) = 57H 
00010111 //MEM(3D) = 17H 
00000000 //MEM(3E) = 00H 
00000000 //MEM(3F) = 00H 
01101000 //MEM(40) = 68H 
01101111 //MEM(41) = 6FH 
00001010 //MEM(42) = 0AH 
00110011 //MEM(43) = 33H 
00100001 //MEM(44) = 21H 
01100110 //MEM(45) = 66H 
00110111 //MEM(46) = 37H 
01110100 //MEM(47) = 74H 
00010111 //MEM(48) = 17H 
00100001 //MEM(49) = 21H 
00010010 //MEM(4A) = 12H 
00010001 //MEM(4B) = 11H 
01101111 //MEM(4C) = 6FH 
01001010 //MEM(4D) = 4AH 
01000110 //MEM(4E) = 46H 
00010010 //MEM(4F) = 12H 
01101101 //MEM(50) = 6DH 
01001111 //MEM(51) = 4FH 
00101100 //MEM(52) = 2CH 
01000001 //MEM(53) = 41H 
00110011 //MEM(54) = 33H 
00001001 //MEM(55) = 09H 
00011110 //MEM(56) = 1EH 
00001111 //MEM(57) = 0FH 
00010111 //MEM(58) = 17H 
00011110 //MEM(59) = 1EH 
00110101 //MEM(5A) = 35H 
00000110 //MEM(5B) = 06H 
01110011 //MEM(5C) = 73H 
01111000 //MEM(5D) = 78H 
00111110 //MEM(5E) = 3EH 
00111110 //MEM(5F) = 3EH 
00101011 //MEM(60) = 2BH 
01110011 //MEM(61) = 73H 
00101111 //MEM(62) = 2FH 
00001110 //MEM(63) = 0EH 
01100011 //MEM(64) = 63H 
00110001 //MEM(65) = 31H 
00011110 //MEM(66) = 1EH 
00110011 //MEM(67) = 33H 
00001100 //MEM(68) = 0CH 
00010000 //MEM(69) = 10H 
01111000 //MEM(6A) = 78H 
01111010 //MEM(6B) = 7AH 
01001001 //MEM(6C) = 49H 
00000111 //MEM(6D) = 07H 
00011110 //MEM(6E) = 1EH 
00101101 //MEM(6F) = 2DH 
01101001 //MEM(70) = 69H 
00000001 //MEM(71) = 01H 
00000101 //MEM(72) = 05H 
00010101 //MEM(73) = 15H 
01010011 //MEM(74) = 53H 
01011101 //MEM(75) = 5DH 
01010010 //MEM(76) = 52H 
00111001 //MEM(77) = 39H 
01000110 //MEM(78) = 46H 
00100101 //MEM(79) = 25H 
01011111 //MEM(7A) = 5FH 
00011000 //MEM(7B) = 18H 
01010111 //MEM(7C) = 57H 
00010111 //MEM(7D) = 17H 
11111111 //MEM(7E) = FFH 
11111111 //MEM(7F) = FFH 
