//#1 
00000000 //MEM(00) = 00H 
00101111 //MEM(01) = 2FH 
01010000 //MEM(02) = 50H 
01100011 //MEM(03) = 63H 
00001010 //MEM(04) = 0AH 
01110110 //MEM(05) = 76H 
01100011 //MEM(06) = 63H 
00111110 //MEM(07) = 3EH 
00110111 //MEM(08) = 37H 
00111001 //MEM(09) = 39H 
00100111 //MEM(0A) = 27H 
01000001 //MEM(0B) = 41H 
01000001 //MEM(0C) = 41H 
01101000 //MEM(0D) = 68H 
01100101 //MEM(0E) = 65H 
01010010 //MEM(0F) = 52H 
00110000 //MEM(10) = 30H 
01100111 //MEM(11) = 67H 
01000100 //MEM(12) = 44H 
00101100 //MEM(13) = 2CH 
01111000 //MEM(14) = 78H 
01110000 //MEM(15) = 70H 
01000110 //MEM(16) = 46H 
01001111 //MEM(17) = 4FH 
01001011 //MEM(18) = 4BH 
00011010 //MEM(19) = 1AH 
00100110 //MEM(1A) = 26H 
00111100 //MEM(1B) = 3CH 
00011101 //MEM(1C) = 1DH 
01101100 //MEM(1D) = 6CH 
00011000 //MEM(1E) = 18H 
00011100 //MEM(1F) = 1CH 
00010101 //MEM(20) = 15H 
00011101 //MEM(21) = 1DH 
00110111 //MEM(22) = 37H 
00100111 //MEM(23) = 27H 
01110110 //MEM(24) = 76H 
00110111 //MEM(25) = 37H 
00010111 //MEM(26) = 17H 
01110011 //MEM(27) = 73H 
01111101 //MEM(28) = 7DH 
00111000 //MEM(29) = 38H 
00001110 //MEM(2A) = 0EH 
00100001 //MEM(2B) = 21H 
00110100 //MEM(2C) = 34H 
01001100 //MEM(2D) = 4CH 
00100001 //MEM(2E) = 21H 
01001101 //MEM(2F) = 4DH 
01011011 //MEM(30) = 5BH 
00011100 //MEM(31) = 1CH 
00001111 //MEM(32) = 0FH 
00100101 //MEM(33) = 25H 
00101000 //MEM(34) = 28H 
00110110 //MEM(35) = 36H 
01000001 //MEM(36) = 41H 
00001010 //MEM(37) = 0AH 
00100001 //MEM(38) = 21H 
01100110 //MEM(39) = 66H 
00000011 //MEM(3A) = 03H 
01110110 //MEM(3B) = 76H 
01011101 //MEM(3C) = 5DH 
00111110 //MEM(3D) = 3EH 
01001010 //MEM(3E) = 4AH 
00011110 //MEM(3F) = 1EH 
00111010 //MEM(40) = 3AH 
01111011 //MEM(41) = 7BH 
01000101 //MEM(42) = 45H 
01000010 //MEM(43) = 42H 
00011101 //MEM(44) = 1DH 
00111110 //MEM(45) = 3EH 
01001111 //MEM(46) = 4FH 
01010110 //MEM(47) = 56H 
00110010 //MEM(48) = 32H 
00101111 //MEM(49) = 2FH 
01111110 //MEM(4A) = 7EH 
00000100 //MEM(4B) = 04H 
01110001 //MEM(4C) = 71H 
01110100 //MEM(4D) = 74H 
01100101 //MEM(4E) = 65H 
00001100 //MEM(4F) = 0CH 
00100001 //MEM(50) = 21H 
00101010 //MEM(51) = 2AH 
01010111 //MEM(52) = 57H 
00010001 //MEM(53) = 11H 
01011100 //MEM(54) = 5CH 
00001101 //MEM(55) = 0DH 
01010011 //MEM(56) = 53H 
00111111 //MEM(57) = 3FH 
01100011 //MEM(58) = 63H 
01011011 //MEM(59) = 5BH 
01110011 //MEM(5A) = 73H 
01110010 //MEM(5B) = 72H 
00101010 //MEM(5C) = 2AH 
01011001 //MEM(5D) = 59H 
00011001 //MEM(5E) = 19H 
00000011 //MEM(5F) = 03H 
01011111 //MEM(60) = 5FH 
01000000 //MEM(61) = 40H 
